var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,Class
1274,-3.6519,5.1585,6.3203,0.33341,0.66759,0.33327,0.33352,0.33307,0.33303,2
1275,-3.7373,5.3213,6.5026,0.33366,0.668,0.33387,0.33338,0.33358,0.33393,2
1276,-3.8309,5.6381,6.8164,0.33377,0.66725,0.3331,0.33317,0.33314,0.33329,2
1277,-3.6701,5.5126,6.6226,0.33395,0.66713,0.33351,0.33341,0.3336,0.3335,2
1278,-4.289,5.2846,6.8061,0.33393,0.66784,0.33353,0.33345,0.33324,0.33333,2
1279,-3.6161,4.907,6.0955,0.33353,0.66779,0.33379,0.33323,0.33346,0.33359,2
1280,-4.1602,4.9854,6.4932,0.33347,0.66712,0.33313,0.33397,0.33359,0.33341,2
1281,-3.6717,5.0175,6.2175,0.33372,0.6674,0.33315,0.33364,0.3338,0.33381,2
1282,-4.2384,5.3885,6.8557,0.33329,0.66753,0.33392,0.33359,0.33329,0.33392,2
1283,-3.4083,5.3776,6.3667,0.33364,0.66731,0.33368,0.33356,0.33318,0.33376,2
1284,-3.9906,5.1737,6.5339,0.33385,0.66747,0.33311,0.33324,0.33382,0.33328,2
1285,-4.0526,5.1838,6.5799,0.33315,0.66779,0.33385,0.33301,0.33331,0.33362,2
1286,-4.1576,5.8375,7.1667,0.33334,0.66716,0.33328,0.33347,0.33397,0.33382,2
1287,-3.8822,5.3391,6.6013,0.33378,0.66721,0.33358,0.33362,0.33369,0.33381,2
1288,-3.2356,5.1815,6.1088,0.33325,0.66781,0.33393,0.33377,0.33322,0.33305,2
1289,-4.0588,5.1875,6.5867,0.33305,0.66753,0.33311,0.33374,0.3337,0.33319,2
1290,-3.5012,5.9177,6.8759,0.33321,0.66722,0.33318,0.33385,0.3335,0.33312,2
1291,-3.6311,5.1724,6.3197,0.33309,0.66741,0.33305,0.3339,0.33363,0.33343,2
1292,-3.1359,5.3379,6.1909,0.3335,0.66716,0.33316,0.33307,0.33339,0.33331,2
1293,-3.9146,5.9405,7.1143,0.33344,0.66747,0.33367,0.33378,0.33316,0.3335,2
1294,-3.4065,5.285,6.2877,0.33322,0.66777,0.33371,0.33333,0.33385,0.33359,2
1295,-3.7206,5.3688,6.5320,0.33311,0.66741,0.33359,0.33377,0.33366,0.33324,2
1296,-3.2418,5.2197,6.1445,0.33346,0.66743,0.33347,0.33317,0.33325,0.33341,2
1297,-4.0344,5.3897,6.7324,0.33342,0.66739,0.33362,0.33315,0.3338,0.33351,2
1298,-3.252,5.0557,6.0113,0.33397,0.66731,0.33375,0.33304,0.33331,0.33381,2
1299,-3.4326,5.8861,6.8139,0.33302,0.66765,0.33364,0.33391,0.33338,0.33389,2
1300,-3.5737,5.0766,6.2083,0.33372,0.66724,0.33318,0.33316,0.33323,0.33344,2
1301,-3.164,5.4042,6.2623,0.33374,0.66772,0.33385,0.33314,0.33352,0.33324,2
1302,-3.7002,5.6368,6.7428,0.33345,0.66749,0.33381,0.33365,0.33355,0.33392,2
1303,-3.3565,5.1601,6.1557,0.33353,0.66707,0.33399,0.33345,0.33339,0.33358,2
1304,-3.3128,5.368,6.3079,0.33389,0.66717,0.33326,0.33398,0.33382,0.33353,2
1305,-3.1265,5.3277,6.1773,0.33348,0.66732,0.33362,0.33399,0.3337,0.33301,2
1306,-3.3785,5.8393,6.7462,0.33372,0.66794,0.33399,0.33366,0.33363,0.33325,2
1307,-3.5372,6.0225,6.9844,0.33358,0.6675,0.33325,0.33322,0.3337,0.33374,2
1308,-3.1592,5.3501,6.2132,0.33398,0.66706,0.33357,0.33359,0.33378,0.33352,2
1309,-2.897,5.5742,6.2821,0.33378,0.66789,0.33337,0.33329,0.33391,0.33373,2
1310,-3.3456,5.6686,6.5823,0.33385,0.66745,0.33317,0.33347,0.33383,0.33384,2
1311,-3.508,6.0601,7.0022,0.33354,0.66796,0.33313,0.33397,0.33303,0.33327,2
1312,-3.1975,6.1126,6.8984,0.33318,0.66791,0.33324,0.33375,0.33388,0.33329,2
1313,-3.4139,5.5534,6.5188,0.33332,0.66774,0.33352,0.33367,0.33338,0.33385,2
1314,-3.1715,5.5215,6.3675,0.33361,0.66703,0.33303,0.33324,0.33312,0.33304,2
1315,-3.2491,6.0123,6.8341,0.33375,0.66709,0.33361,0.33318,0.33339,0.33393,2
1316,-3.0189,5.6886,6.4400,0.33336,0.66742,0.33355,0.33396,0.33354,0.33386,2
1317,-3.075,5.2441,6.0792,0.33373,0.66773,0.33384,0.33364,0.33397,0.33308,2
1318,-2.832,5.2684,5.9813,0.33368,0.66732,0.33369,0.3334,0.33366,0.33326,2
1319,-3.1003,5.1785,6.0356,0.33333,0.66707,0.33334,0.33386,0.33336,0.33382,2
1320,-2.758,5.465,6.1215,0.33395,0.66799,0.33328,0.33342,0.33366,0.33346,2
1321,-3.2583,6.187,6.9925,0.33331,0.66756,0.33378,0.33301,0.33375,0.33379,2
1322,-3.3039,5.8483,6.7170,0.33369,0.66731,0.33356,0.33322,0.33321,0.33329,2
1323,-3.2244,5.9863,6.7995,0.33392,0.66789,0.33344,0.33386,0.33398,0.33328,2
1324,-2.9313,5.8888,6.5780,0.33346,0.66707,0.33351,0.33337,0.33308,0.33316,2
1325,-2.9877,5.8456,6.5649,0.33372,0.66731,0.3334,0.33332,0.33323,0.33338,2
1326,-3.4368,6.2151,7.1020,0.33363,0.66783,0.33318,0.33387,0.33327,0.33335,2
1327,-3.488,6.2503,7.1577,0.33326,0.66793,0.33367,0.33335,0.33361,0.33396,2
1328,-2.9456,6.0375,6.7177,0.33321,0.66708,0.33323,0.33398,0.33373,0.33378,2
1329,-3.4507,5.6574,6.6267,0.33344,0.66795,0.33393,0.33341,0.33333,0.33369,2
1330,-3.0722,5.3524,6.1714,0.33384,0.66712,0.33324,0.3337,0.33327,0.3339,2
1331,-3.0471,5.8803,6.6229,0.33322,0.66773,0.33392,0.33392,0.33351,0.33305,2
1332,-2.664,5.438,6.0555,0.33327,0.6679,0.3332,0.33395,0.33389,0.33301,2
1333,-3.01,5.4242,6.2034,0.33384,0.66724,0.33332,0.33309,0.33318,0.3336,2
1334,-3.4707,5.8176,6.7742,0.33323,0.66731,0.33363,0.33353,0.33367,0.33303,2
1335,-2.5482,5.3607,5.9355,0.33317,0.66753,0.3336,0.33393,0.33325,0.33365,2
1336,-2.7041,6.2878,6.8446,0.33386,0.66707,0.33316,0.33335,0.33396,0.33369,2
1337,-3.3503,5.6403,6.5603,0.3336,0.66713,0.33376,0.3338,0.33329,0.33312,2
1338,-2.4517,6.1892,6.6571,0.33332,0.66708,0.33345,0.33386,0.33388,0.33329,2
1339,-3.3129,6.0101,6.8627,0.33389,0.66782,0.33331,0.33331,0.33393,0.33323,2
1340,-3.1619,5.7363,6.5500,0.33324,0.66745,0.33379,0.33339,0.33368,0.33305,2
1341,-2.7542,6.1719,6.7585,0.33387,0.66757,0.33368,0.33336,0.33376,0.33338,2
1342,-2.582,5.4962,6.0725,0.33364,0.66702,0.33316,0.33312,0.33397,0.33373,2
1343,-3.015,6.1586,6.8570,0.33387,0.66707,0.33365,0.33333,0.33342,0.33319,2
1344,-2.423,5.6358,6.1346,0.3334,0.66747,0.33331,0.33314,0.3336,0.33334,2
1345,-2.9741,5.8015,6.5194,0.33385,0.66724,0.33301,0.33327,0.33366,0.33397,2
1346,-2.4301,6.1162,6.5813,0.33313,0.66706,0.33342,0.33352,0.33347,0.3335,2
1347,-2.289,5.446,5.9075,0.33365,0.66714,0.33381,0.33319,0.33301,0.33338,2
1348,-3.2478,6.0192,6.8395,0.33392,0.66732,0.33335,0.33397,0.33399,0.33309,2
1349,-2.8382,6.3197,6.9278,0.33396,0.66777,0.3333,0.33311,0.33395,0.33387,2
1350,-2.8064,6.1709,6.7791,0.33353,0.66773,0.33359,0.33323,0.33385,0.33331,2
1351,-2.7157,5.5802,6.2059,0.33349,0.66723,0.33373,0.33338,0.3334,0.33301,2
1352,-2.5415,6.1709,6.6738,0.33389,0.66739,0.33368,0.33384,0.33323,0.33384,2
1353,-2.6923,5.6449,6.2541,0.33328,0.66789,0.33307,0.33373,0.33339,0.33375,2
1354,-3.0492,6.4009,7.0901,0.33349,0.6679,0.33349,0.3338,0.33338,0.33388,2
1355,-2.3601,6.392,6.8138,0.33364,0.66789,0.33342,0.33363,0.33376,0.33367,2
1356,-2.1807,5.6821,6.0862,0.33391,0.66767,0.33388,0.33368,0.33387,0.33385,2
1357,-2.9674,6.2854,6.9507,0.33315,0.66749,0.33352,0.33303,0.33324,0.33347,2
1358,-3.052,6.4505,7.1361,0.33348,0.66755,0.33333,0.33358,0.3339,0.33379,2
1359,-2.5393,6.2645,6.7596,0.33388,0.66749,0.33327,0.33371,0.3338,0.33395,2
1360,-2.3575,5.9335,6.3847,0.33303,0.66707,0.33367,0.33311,0.33386,0.3339,2
1361,-2.207,5.985,6.3790,0.33359,0.66791,0.33378,0.33395,0.3336,0.33386,2
1362,-3.002,5.6207,6.3721,0.33381,0.66742,0.33346,0.33309,0.33365,0.33338,2
1363,-2.3092,5.5488,6.0101,0.33332,0.66784,0.33336,0.33343,0.33397,0.33397,2
1364,-2.3586,5.6927,6.1620,0.33367,0.66753,0.33387,0.33313,0.33367,0.33371,2
1365,-2.1419,5.6299,6.0236,0.33364,0.66746,0.33394,0.33366,0.33388,0.33374,2
1366,-2.4197,5.7406,6.2297,0.3332,0.66789,0.33315,0.33316,0.33388,0.33396,2
1367,-2.3384,6.0223,6.4604,0.33385,0.66727,0.3339,0.33359,0.33323,0.33398,2
1368,-2.2986,5.8651,6.2994,0.33355,0.66791,0.3336,0.33399,0.33365,0.33301,2
1369,-2.3906,5.6724,6.1556,0.3335,0.66793,0.33381,0.3338,0.33389,0.33336,2
1370,-2.3474,5.8448,6.2986,0.33396,0.66794,0.33365,0.33395,0.33362,0.33331,2
1371,-2.3796,6.1065,6.5538,0.33331,0.66766,0.33337,0.33308,0.33323,0.33348,2
1372,-2.7938,5.9054,6.5329,0.33354,0.66705,0.33328,0.33387,0.33342,0.33389,2
1373,-2.376,6.1891,6.6295,0.33381,0.66735,0.33371,0.33307,0.33325,0.33321,2
1374,-2.2653,5.7832,6.2110,0.33371,0.6676,0.33311,0.33349,0.33382,0.33341,2
1375,-2.1774,6.3855,6.7465,0.33395,0.66718,0.33335,0.33329,0.33317,0.33364,2
1376,-2.2348,5.6605,6.0857,0.33338,0.66764,0.33382,0.33346,0.33399,0.33371,2
1377,-2.0352,6.3754,6.6924,0.33395,0.66774,0.33313,0.3334,0.33319,0.33303,2
1378,-1.8144,6.3177,6.5731,0.3335,0.66797,0.33338,0.33365,0.33321,0.33372,2
1379,-1.805,6.4115,6.6607,0.33384,0.66763,0.33356,0.33393,0.33356,0.33398,2
1380,-2.3915,6.4321,6.8623,0.33324,0.66707,0.33344,0.33363,0.33384,0.33316,2
1381,-2.3243,6.5325,6.9337,0.33336,0.66796,0.33334,0.33334,0.33381,0.33375,2
1382,-2.5609,6.1578,6.6691,0.33324,0.66728,0.33323,0.33372,0.33376,0.33378,2
1383,-2.4125,6.5316,6.9629,0.33311,0.6675,0.33371,0.33315,0.33313,0.33397,2
1384,-2.1143,5.7852,6.1594,0.33314,0.66702,0.33338,0.33323,0.33392,0.33362,2
1385,-2.5036,5.9331,6.4397,0.33398,0.66754,0.33328,0.33338,0.33371,0.33318,2
1386,-2.4728,6.0361,6.5230,0.33362,0.66703,0.33307,0.3337,0.33333,0.33304,2
1387,-2.5879,6.5783,7.0690,0.33396,0.66799,0.33394,0.33317,0.3333,0.33302,2
1388,-1.9963,6.2407,6.5522,0.33309,0.66768,0.33334,0.33309,0.33344,0.33353,2
1389,-2.3127,5.9718,6.4040,0.33382,0.6677,0.33397,0.33365,0.33349,0.33389,2
1390,-1.8998,6.0099,6.3030,0.33328,0.6678,0.3335,0.33375,0.3337,0.33341,2
1391,-2.247,6.2961,6.6850,0.33392,0.6674,0.33367,0.33385,0.33304,0.33384,2
1392,-1.7035,6.0233,6.2596,0.33307,0.66782,0.33321,0.33382,0.33328,0.33352,2
1393,-2.1652,5.8343,6.2231,0.3332,0.66755,0.33378,0.334,0.33381,0.33387,2
1394,-2.3942,6.1591,6.6081,0.33304,0.66743,0.33386,0.33353,0.33323,0.33313,2
1395,-2.0756,6.1694,6.5092,0.33313,0.66733,0.33351,0.33378,0.33377,0.33358,2
1396,-1.9686,6.3118,6.6117,0.33314,0.66724,0.33395,0.33338,0.33399,0.3338,2
1397,-1.5895,6.2635,6.4620,0.3338,0.66754,0.3339,0.33342,0.33388,0.33393,2
1398,-1.9755,6.3992,6.6972,0.33342,0.66711,0.33391,0.33343,0.33339,0.33378,2
1399,-2.0065,6.0635,6.3869,0.33396,0.66719,0.33318,0.33357,0.33374,0.33326,2
1400,-1.3945,6.2089,6.3636,0.3336,0.66709,0.33354,0.33361,0.33365,0.3334,2
1401,-1.8668,6.6378,6.8953,0.33343,0.66754,0.33321,0.33353,0.33331,0.33352,2
1402,-1.8877,6.2972,6.5741,0.33378,0.66747,0.33379,0.334,0.33375,0.33331,2
1403,-1.4015,6.6578,6.8037,0.33351,0.66773,0.33356,0.33328,0.33304,0.33319,2
1404,-2.102,6.1781,6.5259,0.33383,0.66749,0.33329,0.33395,0.33335,0.33365,2
1405,-1.5285,6.3575,6.5387,0.33313,0.66735,0.33391,0.33374,0.33378,0.33305,2
1406,-1.5962,5.9081,6.1199,0.33398,0.66704,0.33307,0.33373,0.33395,0.33375,2
1407,-1.294,6.6956,6.8195,0.33352,0.66781,0.33363,0.33393,0.3331,0.33365,2
1408,-1.359,6.5304,6.6703,0.33393,0.66749,0.33306,0.33306,0.33377,0.3331,2
1409,-1.4681,6.6457,6.8059,0.33315,0.66742,0.33303,0.33318,0.33369,0.33326,2
1410,-1.3155,6.0019,6.1444,0.33335,0.66759,0.33369,0.33329,0.33394,0.33317,2
1411,-1.4256,5.9065,6.0761,0.3336,0.66746,0.33302,0.33346,0.33392,0.33354,2
1412,-1.2883,6.4224,6.5503,0.3335,0.66762,0.33357,0.33335,0.33309,0.3334,2
1413,-1.786,6.5492,6.7884,0.33376,0.66797,0.33316,0.33323,0.33336,0.33354,2
1414,-2.0855,5.8307,6.1924,0.33371,0.66786,0.33358,0.3331,0.33397,0.33333,2
1415,-1.5965,5.9461,6.1567,0.33325,0.66795,0.33396,0.33359,0.33308,0.33313,2
1416,-1.2709,6.7122,6.8315,0.33341,0.66748,0.33307,0.33335,0.33302,0.33305,2
1417,-1.3082,6.6516,6.7790,0.33373,0.66712,0.33302,0.33346,0.33395,0.33346,2
1418,-1.2403,6.0722,6.1976,0.33389,0.66713,0.33306,0.33336,0.33378,0.33362,2
1419,-1.8493,6.4278,6.6885,0.33397,0.66733,0.33355,0.33391,0.33306,0.33363,2
1420,-1.9287,6.7044,6.9763,0.33339,0.6675,0.33388,0.33346,0.33356,0.33325,2
1421,-1.0813,6.6821,6.7690,0.33394,0.66751,0.33363,0.33393,0.33362,0.33376,2
1422,-1.8167,6.3034,6.5600,0.33389,0.66752,0.3335,0.33316,0.33313,0.33349,2
1423,-1.9654,5.8494,6.1708,0.33361,0.66707,0.33345,0.33359,0.33334,0.3333,2
1424,-1.9928,6.3651,6.6698,0.33341,0.668,0.33305,0.3333,0.33365,0.33356,2
1425,-1.861,6.253,6.5241,0.33345,0.66728,0.33363,0.3331,0.33341,0.33327,2
1426,-1.7699,6.7123,6.9417,0.33333,0.66745,0.33306,0.33366,0.33388,0.33342,2
1427,-1.8709,5.8294,6.1223,0.33363,0.66788,0.33343,0.33349,0.33371,0.3338,2
1428,-1.8397,6.2181,6.4845,0.33328,0.66733,0.33355,0.33322,0.33309,0.33392,2
1429,-1.8344,6.7299,6.9754,0.33339,0.66718,0.33365,0.33331,0.33327,0.33307,2
1430,-1.4369,6.3417,6.5024,0.33362,0.66793,0.33316,0.33352,0.33397,0.33396,2
1431,-0.8515,6.626,6.6805,0.33386,0.66717,0.33385,0.33365,0.33389,0.3333,2
1432,-1.3267,6.0744,6.2176,0.33391,0.66759,0.33393,0.33375,0.33373,0.33362,2
1433,-1.3061,6.5749,6.7034,0.33387,0.66753,0.33363,0.33354,0.33368,0.33368,2
1434,-1.7803,6.1909,6.4418,0.33338,0.66782,0.33367,0.33312,0.33323,0.33389,2
1435,-1.0774,6.3253,6.4164,0.33398,0.6677,0.33347,0.33368,0.33382,0.33353,2
1436,-1.5296,6.0453,6.2358,0.33373,0.66791,0.334,0.33362,0.33314,0.33339,2
1437,-1.3242,6.2782,6.4163,0.33304,0.66729,0.33322,0.33342,0.33355,0.33363,2
1438,-1.5044,5.8109,6.0025,0.33324,0.66747,0.33357,0.33351,0.33358,0.33321,2
1439,-1.7191,6.5288,6.7513,0.33347,0.66766,0.33305,0.33322,0.33369,0.33377,2
1440,-0.95951,6.6822,6.7507,0.33396,0.66754,0.33338,0.33301,0.33351,0.33382,2
1441,-1.6054,5.8444,6.0609,0.33307,0.66784,0.3331,0.33326,0.33334,0.33359,2
1442,-1.252,6.7673,6.8821,0.33397,0.66746,0.33387,0.33399,0.33351,0.33349,2
1443,-0.94222,6.0956,6.1680,0.33328,0.66776,0.33333,0.33384,0.33371,0.333,2
1444,-1.03,5.8079,5.8985,0.33384,0.66766,0.33316,0.33393,0.333,0.33326,2
1445,-1.0199,6.5602,6.6390,0.33385,0.66704,0.33316,0.33373,0.33345,0.3334,2
1446,-1.5624,6.5998,6.7822,0.3338,0.66755,0.33318,0.33379,0.33368,0.33308,2
1447,-0.67395,6.3983,6.4337,0.33336,0.66708,0.33319,0.33356,0.33371,0.33362,2
1448,-1.1078,5.9756,6.0774,0.33357,0.66756,0.33383,0.33394,0.33337,0.33364,2
1449,-1.0037,5.9732,6.0569,0.33368,0.66717,0.33374,0.33344,0.33358,0.33358,2
1450,-1.2184,6.3705,6.4860,0.3333,0.66787,0.33348,0.3332,0.33303,0.33378,2
1451,-1.1645,6.0901,6.2004,0.33378,0.66733,0.33344,0.33356,0.33393,0.33353,2
1452,-1.3298,5.9016,6.0496,0.3337,0.66786,0.33384,0.33306,0.33325,0.33379,2
1453,-0.96336,5.9799,6.0570,0.33367,0.66755,0.33309,0.33325,0.33315,0.3334,2
1454,-0.59681,6.2092,6.2378,0.33366,0.667,0.33303,0.33318,0.33394,0.33316,2
1455,-1.1377,5.9078,6.0163,0.33318,0.66713,0.33338,0.33356,0.33392,0.3336,2
1456,-1.1145,5.9001,6.0044,0.33332,0.66777,0.33357,0.33379,0.33317,0.33373,2
1457,-0.58589,6.6005,6.6265,0.33348,0.66757,0.33357,0.33388,0.3337,0.33343,2
1458,-1.315,5.8873,6.0324,0.33365,0.66795,0.33304,0.33388,0.33355,0.33349,2
1459,-0.73264,6.5651,6.6059,0.33308,0.66782,0.33386,0.33335,0.33373,0.33351,2
1460,-1.2596,6.5787,6.6982,0.33353,0.66737,0.33347,0.33343,0.33354,0.33337,2
1461,-1.0995,6.685,6.7748,0.33398,0.66732,0.33373,0.33379,0.33356,0.33386,2
1462,-1.2069,5.8477,5.9709,0.33315,0.66735,0.33352,0.33355,0.33348,0.33367,2
1463,-0.9485,5.9351,6.0104,0.3337,0.66713,0.33302,0.33317,0.33338,0.33342,2
1464,-1.1266,6.3502,6.4494,0.33343,0.66783,0.33313,0.33333,0.33326,0.33325,2
1465,-1.097,6.8301,6.9176,0.33356,0.66733,0.33388,0.33363,0.33304,0.33301,2
1466,-0.31,6.34,6.3476,0.33399,0.66751,0.33347,0.3338,0.33346,0.33305,2
1467,-1.0115,6.6556,6.7320,0.33358,0.66704,0.33302,0.33374,0.33378,0.33345,2
1468,-0.7613,6.4019,6.4470,0.33323,0.66777,0.33333,0.33344,0.33385,0.33323,2
1469,-0.78009,6.6654,6.7109,0.33371,0.66729,0.3334,0.33383,0.33354,0.33313,2
1470,-0.42671,6.6892,6.7028,0.3334,0.66797,0.33399,0.33369,0.33358,0.33329,2
1471,-0.41142,6.0238,6.0378,0.33354,0.66707,0.33367,0.33309,0.33343,0.33327,2
1472,-0.90846,6.713,6.7742,0.33391,0.66778,0.33396,0.3334,0.33336,0.33394,2
1473,-0.90738,6.5119,6.5748,0.33364,0.66773,0.33375,0.33329,0.33375,0.33373,2
1474,-0.80545,6.1753,6.2276,0.33381,0.66769,0.33368,0.33343,0.33391,0.33381,2
1475,-0.65819,6.7725,6.8044,0.33362,0.6676,0.33373,0.3339,0.33355,0.33336,2
1476,-0.90625,6.4073,6.4711,0.33337,0.66725,0.33316,0.33313,0.33323,0.33367,2
1477,-0.33882,6.4461,6.4550,0.33377,0.66764,0.33345,0.33334,0.3332,0.33375,2
1478,-0.11901,6.4575,6.4586,0.33346,0.66794,0.33354,0.33327,0.33353,0.33395,2
1479,-0.99809,6.4036,6.4809,0.33346,0.66755,0.33363,0.33392,0.33396,0.33362,2
1480,-0.71963,6.3161,6.3570,0.33303,0.66748,0.33336,0.33331,0.33337,0.33339,2
1481,-0.41009,6.6788,6.6914,0.33372,0.66767,0.33334,0.33351,0.33319,0.33389,2
1482,-0.30769,6.7724,6.7794,0.33358,0.66782,0.33375,0.33338,0.33352,0.33381,2
1483,-0.28682,6.1404,6.1471,0.33357,0.66792,0.33371,0.3338,0.333,0.33347,2
1484,-0.32565,6.3562,6.3645,0.33356,0.66734,0.33365,0.33347,0.33354,0.33378,2
1485,-0.92301,6.779,6.8415,0.33322,0.66744,0.33349,0.33326,0.33325,0.33352,2
1486,-0.39813,6.708,6.7198,0.3331,0.66744,0.33307,0.33314,0.33338,0.33338,2
1487,-0.158,6.1421,6.1441,0.33352,0.66777,0.33394,0.33333,0.33353,0.33339,2
1488,-0.017474,6.4933,6.4933,0.33315,0.66719,0.33329,0.33304,0.33374,0.33378,2
1489,-0.74764,6.3931,6.4367,0.33387,0.66719,0.33313,0.33375,0.33391,0.33373,2
1490,-0.83009,6.0082,6.0653,0.33376,0.66737,0.33397,0.33372,0.33335,0.33339,2
1491,-0.12343,6.6329,6.6340,0.33393,0.66763,0.33305,0.33341,0.33378,0.33342,2
1492,-0.81745,6.0511,6.1061,0.33346,0.66709,0.33392,0.3331,0.33352,0.33305,2
1493,-0.21899,6.3898,6.3936,0.33353,0.66747,0.33357,0.33312,0.33371,0.33307,2
1494,-0.23919,6.2043,6.2089,0.33341,0.66783,0.33372,0.33355,0.33314,0.33356,2
1495,0.017572,6.3483,6.3483,0.33364,0.66798,0.33307,0.33309,0.33393,0.333,2
1496,-0.49389,6.1043,6.1242,0.33311,0.66715,0.33306,0.33398,0.33308,0.33393,2
1497,-0.75185,6.0503,6.0968,0.33327,0.66779,0.33364,0.3339,0.33375,0.33329,2
1498,-0.011611,6.0377,6.0377,0.33349,0.66716,0.33379,0.33331,0.33316,0.33369,2
1499,-0.2831,6.6458,6.6518,0.33329,0.66767,0.33373,0.33338,0.3333,0.3336,2
1500,-0.049452,6.8272,6.8274,0.3338,0.66745,0.33355,0.33361,0.33361,0.33361,2
1501,-0.35986,6.7104,6.7200,0.33384,0.66796,0.33315,0.3334,0.33365,0.33393,2
1502,-0.056291,5.9158,5.9161,0.3339,0.66771,0.33334,0.33344,0.33331,0.33356,2
1503,-0.26323,6.698,6.7032,0.3335,0.6672,0.33311,0.33307,0.334,0.33358,2
1504,0.083971,6.1888,6.1894,0.33371,0.66776,0.33368,0.33322,0.33384,0.33391,2
1505,0.33227,6.5039,6.5124,0.33348,0.66734,0.33363,0.3331,0.33395,0.3339,2
1506,0.12331,6.1296,6.1308,0.3336,0.66749,0.33305,0.33327,0.33305,0.33324,2
1507,0.35396,5.9187,5.9293,0.33361,0.66768,0.33317,0.33395,0.33303,0.33349,2
1508,0.35706,6.1441,6.1545,0.33339,0.66702,0.33378,0.33301,0.33381,0.33304,2
1509,0.044122,6.4909,6.4910,0.33381,0.66723,0.33395,0.33379,0.33304,0.33337,2
1510,-0.35727,6.0109,6.0215,0.33302,0.66797,0.33374,0.33338,0.33369,0.33358,2
1511,0.066541,6.7773,6.7776,0.33336,0.66784,0.33343,0.33338,0.33333,0.33391,2
1512,0.058077,6.1445,6.1448,0.33397,0.66719,0.33381,0.3332,0.33359,0.33354,2
1513,0.31858,6.1566,6.1648,0.33331,0.66756,0.33371,0.3338,0.33319,0.33368,2
1514,0.1922,6.0055,6.0086,0.33308,0.66796,0.33338,0.33344,0.33393,0.3339,2
1515,-0.17257,6.3932,6.3955,0.3335,0.6674,0.33372,0.33314,0.33342,0.33343,2
1516,0.15564,6.1657,6.1677,0.33385,0.66781,0.334,0.33356,0.333,0.33371,2
1517,-0.15862,6.3742,6.3762,0.33335,0.66785,0.33379,0.33331,0.33373,0.33325,2
1518,0.02699,6.4404,6.4405,0.33325,0.66776,0.33303,0.33398,0.33322,0.33333,2
1519,0.53235,5.9043,5.9283,0.33392,0.66775,0.3339,0.33352,0.3331,0.33303,2
1520,0.3786,6.6242,6.6350,0.33346,0.6678,0.33342,0.33371,0.33319,0.33395,2
1521,0.11174,6.7555,6.7564,0.33399,0.66757,0.33316,0.33349,0.33301,0.33325,2
1522,0.22592,6.5949,6.5988,0.33304,0.66735,0.33394,0.33344,0.33385,0.33395,2
1523,-0.25459,6.0168,6.0222,0.3335,0.6672,0.33344,0.33398,0.33334,0.33301,2
1524,0.28669,5.9562,5.9631,0.33303,0.66774,0.33346,0.33399,0.33319,0.33353,2
1525,0.30825,6.5312,6.5385,0.33301,0.66714,0.33318,0.33398,0.33359,0.33361,2
1526,0.049444,5.9527,5.9529,0.33339,0.6675,0.33357,0.33366,0.33391,0.33322,2
1527,-0.26468,6.7501,6.7553,0.33304,0.66766,0.33334,0.33332,0.33351,0.33388,2
1528,-0.095029,6.623,6.6237,0.3338,0.66776,0.33348,0.33355,0.33364,0.33376,2
1529,-0.16957,6.5139,6.5161,0.33344,0.66754,0.33388,0.33371,0.33388,0.33326,2
1530,0.28885,6.1466,6.1534,0.33313,0.66748,0.33302,0.3331,0.33393,0.33357,2
1531,0.78174,6.023,6.0735,0.33345,0.66701,0.33394,0.33334,0.33332,0.33322,2
1532,0.78714,5.7943,5.8475,0.33354,0.66704,0.3333,0.33397,0.33389,0.33335,2
1533,-0.011139,5.8738,5.8738,0.33355,0.66772,0.33323,0.33306,0.3333,0.33335,2
1534,0.0035455,6.2302,6.2302,0.33348,0.66757,0.33392,0.33312,0.33368,0.33332,2
1535,0.60297,6.3043,6.3331,0.33377,0.66741,0.33357,0.33378,0.3337,0.33318,2
1536,0.8412,5.8887,5.9485,0.33358,0.66732,0.33365,0.33313,0.33364,0.33328,2
1537,0.77168,6.2946,6.3417,0.33325,0.66768,0.33325,0.3334,0.33354,0.33385,2
1538,0.31423,5.9872,5.9954,0.33334,0.66703,0.33395,0.33344,0.33303,0.33388,2
1539,0.75828,6.7664,6.8088,0.33336,0.66751,0.33374,0.33325,0.33365,0.33354,2
1540,0.84504,6.6087,6.6625,0.33359,0.66784,0.33361,0.3335,0.33346,0.33391,2
1541,0.31312,6.7115,6.7188,0.33382,0.66752,0.33325,0.33343,0.33361,0.33307,2
1542,0.63653,6.625,6.6555,0.33319,0.66786,0.3334,0.33374,0.33328,0.33321,2
1543,0.20108,5.8331,5.8366,0.33327,0.66742,0.33347,0.3336,0.33383,0.33363,2
1544,0.19005,6.6316,6.6343,0.33397,0.66781,0.33332,0.33355,0.33347,0.33339,2
1545,0.21899,5.7548,5.7590,0.33369,0.66788,0.33397,0.33348,0.33308,0.33329,2
1546,0.71571,5.8719,5.9154,0.33311,0.66715,0.33371,0.33312,0.33323,0.3337,2
1547,0.74065,5.8801,5.9266,0.33372,0.66749,0.3337,0.33367,0.33355,0.33304,2
1548,0.99684,6.2794,6.3580,0.3334,0.66723,0.33392,0.33391,0.33338,0.3336,2
