x,y,z,class
3.604334546,4.720148931,0.212020683,0
0.41950702,-1.234095517,-0.498253262,2
-4.962880597,3.375146444,0.245212601,2
0.132481255,3.527240453,-0.006368918,2
-1.865149441,0.174935038,-0.296819092,2
0.516759115,2.005065889,-1.533964123,2
-3.856104508,-2.065719822,0.450620459,3
3.971966095,3.019120364,-0.628218387,0
1.774814759,0.127123535,0.063408001,0
-4.945352028,0.069744408,0.048351876,2
3.333716526,-2.854377172,-1.167866336,1
-3.003119877,-0.73831954,0.240666083,2
-4.115742164,0.980536256,-0.939060855,2
-4.151375886,1.79406712,-0.953010329,2
-0.323230615,-3.164070599,0.666874208,3
-0.693950866,-0.922133644,-0.172231349,2
-3.097026926,-0.097648521,-0.010654065,2
3.276997501,3.902654972,-0.388433659,0
-2.469398584,1.811345114,-1.873670192,2
4.658895027,-4.729173366,-0.15982944,1
3.952648734,-1.261400295,0.505960103,0
1.963373202,2.165938025,-1.248422891,0
4.549444515,-3.710458573,-1.149024414,1
4.366010924,-2.07847893,-0.292147748,1
4.02115048,2.961689311,-0.654794247,0
-2.51003193,4.533178021,0.273148258,2
-2.830840518,-0.294328793,0.095422172,2
-0.336452417,4.759225852,0.20917713,2
1.542163079,0.948274093,0.220719312,0
-3.944864408,-0.295873742,0.185027533,2
4.823537338,1.936971036,-0.706872716,0
-0.754114825,3.693356999,0.253230991,2
-2.176910645,4.911497035,0.273246466,2
-0.874265898,-2.848845425,0.626844258,3
4.391587581,-1.54460292,0.673164221,0
4.073076676,-2.92378364,-1.01192779,1
-0.787977465,3.623314852,0.252134905,2
1.365513127,3.73210888,-1.073307033,2
1.521362797,4.736153205,0.308575343,0
4.958284314,2.274781381,-0.776300894,0
1.938963164,0.02961611,-0.122913654,0
0.067939535,-0.731194087,-0.260984174,2
-2.817476158,3.265671131,0.207447142,2
-4.118420115,-4.824328303,0.682685507,3
-2.656317036,4.330389904,0.272880035,2
-2.163536021,2.53683811,-0.344593669,2
-0.125644841,-4.013951005,0.655595464,3
-1.690061691,2.707977481,-0.063082131,2
3.965200392,-1.641241432,0.514680199,0
-1.182570904,2.410553008,-0.293515254,2
-2.493087075,-1.825612017,0.233640925,2
-3.214880898,0.41340951,-0.615384618,2
-2.776362754,-1.686819189,0.261245565,2
1.153910621,0.191120312,-1.741045389,2
-1.870713747,-0.938423698,0.173890591,2
3.284358719,-4.266420341,-1.122904873,1
1.150694174,1.494329268,-2.669555014,2
-0.085588973,-0.695994995,-0.202733011,2
-2.86312158,3.370991345,0.230127298,2
4.504435594,2.795452987,-0.652258649,0
-1.050291446,-3.567899416,0.64251759,3
0.444108772,-2.655418404,0.494351978,3
0.437003834,-0.14975466,-0.963792277,2
-2.085946047,2.855807292,0.016001615,2
-3.960901959,-4.623817225,0.680100513,3
-0.325490126,-4.990466911,0.671500902,3
-1.164105672,-1.508846762,-0.495220839,2
-4.709838197,2.69022309,0.012477623,2
0.69917516,-4.331226618,0.321568565,3
-2.571806781,2.250571438,-0.903489173,2
0.093123448,1.00977047,-2.329148453,2
3.810974282,-1.378960632,0.410261647,0
4.951340035,2.833931773,-0.611423888,0
2.652497667,1.222739724,-0.807090927,0
0.352539226,-0.730690869,-0.426116887,2
0.071962523,-4.084582486,0.625449999,3
2.88607666,0.410321913,-0.532244638,0
3.381929229,2.960214984,-1.205531312,0
0.16734979,1.17231506,-2.397020443,2
1.393653115,1.437210228,-2.646253907,2
0.91473444,3.384150531,-0.807590518,2
-0.868780933,2.840965595,0.081061482,2
-3.955952128,-2.455593851,0.451846564,3
-3.008686559,1.954457196,-1.383202978,2
1.945625435,0.536224059,-0.146854573,0
3.315824624,4.893700266,-0.096395172,0
3.455132678,-1.220657695,0.069248675,0
-3.513621089,-1.582227013,0.27267963,2
2.707285139,-0.580770882,-0.600503992,0
0.43868432,2.715176753,-0.522037667,2
-3.256731968,2.761867243,-0.025816355,2
-3.525942006,-1.719473935,0.272849328,2
2.87613361,1.467325952,-0.891023736,0
1.264044383,-1.012123017,-1.107255583,2
-0.728489322,-3.482186243,0.666258917,3
-4.655041815,-2.54619689,0.660862425,3
-3.068706044,3.387091197,0.235178623,2
0.739467495,3.938825121,-0.588017909,2
-1.052463622,3.697149407,0.262497119,2
-0.855176347,-4.335119492,0.680154346,3
4.825984242,-4.811693312,-0.088250459,1
4.429115475,-1.581533711,0.680451821,0
0.626282932,0.356704179,-1.914523744,2
0.871498159,-4.343492358,0.1621328,3
1.664471203,4.09633251,0.036249491,0
1.732234869,-4.76023703,-0.272030401,1
0.959193092,-0.97237817,-0.915240599,2
-1.02999307,-4.244585246,0.676954404,3
-3.312468305,-4.962030616,0.680744591,3
-3.607879563,-0.32677207,0.176039896,2
-3.151888417,0.599885495,-0.989934118,2
2.93706534,2.690344525,-1.81418003,0
1.12730798,-3.545953673,-0.119764986,3
-2.579080392,-3.521175752,0.132660919,3
3.346060657,0.209143967,-0.086300949,0
-1.238471309,-0.769406544,0.054676115,2
-3.73743051,-3.618945078,0.548177237,3
-3.168028951,-0.351221316,0.150407594,2
4.112268881,-4.657392428,-0.371512319,1
-1.901698851,-2.548729316,-0.098439596,3
0.936831116,-3.434367099,0.093985111,3
-0.253774529,2.665864602,-0.114613658,2
-1.670886826,-3.456049442,0.438610896,3
-2.601423326,4.742323523,0.273230358,2
0.548844225,4.452565609,-0.36889117,2
2.581082816,1.932134355,-1.455838,0
-2.89144468,4.630133769,0.273201832,2
-3.744199521,1.425569163,-1.355739009,2
2.153591004,4.009698712,-0.547185172,0
-4.252677156,-0.828529304,0.263450613,2
-3.191389734,-1.750455605,0.27138213,2
2.722076892,-0.58911154,-0.596530952,0
-1.424146906,-0.682158881,0.1219127,2
-4.738565192,1.447794025,-1.076571662,2
-2.769799966,3.253471222,0.203659019,2
-2.798139825,-3.565763343,0.189516414,3
0.204370862,0.168791251,-1.292954146,2
3.796872525,-3.185759411,-1.091819505,1
3.851964135,1.716045067,-0.336835095,0
1.641701216,-0.75141678,0.208512684,0
2.694867375,0.26581378,-0.610519689,0
1.591865341,1.342289168,-0.008972926,0
4.827043375,2.343540718,-0.769512496,0
-0.952090091,3.025152901,0.16270576,2
-2.847321024,-1.594916059,0.264774797,2
2.824478951,1.105089261,-0.69849989,0
3.662168269,-0.927678745,0.280821086,0
3.351359659,-2.222202806,-1.037749916,1
-2.14131292,-3.768169671,0.428063762,3
3.772574385,-1.219089413,0.379379344,0
-0.15653387,-2.030991602,0.656986889,3
-2.505683283,-0.655934581,0.216017765,2
4.754071434,-0.622123433,0.649164176,0
1.978561757,-1.007405186,-0.166547665,0
4.031942257,3.458785388,-0.107111172,0
3.492674184,4.705895623,0.094226663,0
-3.204349392,4.098687896,0.272009566,2
-3.324849783,-1.17952955,0.269476874,2
1.504180923,-0.580715202,0.338476861,0
-0.202414976,2.355310881,-0.457846726,2
-1.105537138,0.568160908,-0.704176559,2
1.149532667,2.360467947,-1.57071982,2
-3.362842933,-1.926662623,0.166104416,3
2.710711261,0.322819469,-0.608747457,0
-3.436110333,4.92621175,0.273251851,2
-4.313215856,-4.650647257,0.682546644,3
-1.699222403,-3.104042205,0.260039124,3
-1.040912531,3.695845432,0.262281202,2
-3.980501979,4.746449302,0.273238142,2
-2.695560244,-4.642370023,0.664700291,3
0.213166744,1.189023619,-2.432370992,2
1.698241607,1.791369194,-0.533515532,0
-2.207658889,-3.476941412,0.184638292,3
-4.104682595,4.61845304,0.273212134,2
-3.954840994,1.808558676,-0.995877827,2
1.024851866,-4.560987134,-0.00278225,3
-3.902731129,-0.971412129,0.267334131,2
3.140556874,-0.110003927,-0.293735053,0
3.717442329,4.599158555,0.307976832,0
0.17389049,3.624421883,-0.029857099,2
-0.861659401,3.284110678,0.22356946,2
2.930188996,-0.856638269,-0.484034139,0
0.260081505,2.215171869,-0.942634391,2
3.579265889,1.835289479,-0.600335125,0
-2.313647526,-3.398947295,0.065804871,3
-1.139099086,-4.079898442,0.668462458,3
3.418965929,1.701906078,-0.606189215,0
0.683839106,1.489232787,-2.508104706,2
-3.538383495,1.577798089,-1.457371246,2
-2.372485721,-0.293723266,0.083065993,2
-0.744250876,0.711631673,-1.092240769,2
3.271690215,-0.840918319,-0.140912797,0
0.030481925,-1.278872099,-0.444915127,2
0.418687149,0.126426417,-1.387409086,2
-4.702000667,2.679541987,0.005209633,2
-0.78095342,3.87492127,0.258949828,2
0.782621463,1.574992291,-2.461149924,2
2.996304406,0.961385002,-0.531298665,0
-4.080624764,3.655687631,0.264279748,2
1.660838189,-1.78668665,0.188934839,0
0.185728797,0.478633237,-1.836599676,2
2.122875716,4.997152464,-0.329368573,0
0.735565195,1.630255387,-2.355076322,2
3.391079273,1.125830239,-0.217560467,0
-4.799488203,-2.695970689,0.671350747,3
-3.593677208,-4.055022339,0.622850833,3
4.998915585,1.070940067,-0.722340946,0
2.871022031,4.731305316,-0.540873772,0
2.03344358,1.658752301,-0.768293902,0
-3.548130814,-1.140420308,0.269769778,2
-4.025026786,-3.691751741,0.627051637,3
3.526693289,3.885183035,-0.118731658,0
3.511337584,-3.408481247,-1.150925904,1
-3.560259414,-1.988437319,0.280198039,3
-3.518606916,0.500123174,-0.582406976,2
1.617221563,0.202829511,0.229071725,0
-4.968152252,-3.973579238,0.682815211,3
-3.148250337,3.691877375,0.263374215,2
-4.42611378,-2.950363764,0.636121507,3
-1.331528549,-4.608969328,0.679621627,3
4.334931308,2.603462671,-0.749866411,0
4.845497412,3.064926916,-0.396520491,0
0.810374978,-4.687469769,0.22231833,3
-3.882294266,-4.458509476,0.675337933,3
1.59925526,1.321206755,-0.002101955,0
-2.781755965,-1.735334059,0.261226244,2
-3.147824377,-0.820188269,0.252251428,2
1.353634683,-2.010100099,-0.374279718,3
-3.917767862,0.640064584,-0.595305677,2
-4.35111833,4.530952668,0.273179296,2
3.400040564,-3.901672831,-1.120388384,1
-4.82384317,-2.674979475,0.672537868,3
-3.7883409,-3.835069889,0.610107684,3
-2.862274638,-4.454233409,0.645739185,3
2.082313708,1.333796386,-0.543240948,0
-0.323956594,-2.537575846,0.665055071,3
2.579087236,-2.374293815,-1.1449614,1
2.266767995,-2.228409723,-0.839438772,1
1.116615965,-1.141754386,-1.028452756,2
1.387877316,4.58149389,-1.069127375,2
2.086485197,3.052593097,-1.393713465,0
-4.886774919,-0.089237525,0.129755755,2
-2.565908349,-4.168973984,0.576974435,3
1.225049077,-4.144693665,-0.231806868,3
4.096625209,0.086815423,0.398262659,0
-2.606515639,-3.41293118,0.014276081,3
2.894429156,3.654837056,-0.963946005,0
2.1483072,-3.971113896,-0.703149773,1
-2.815424009,-0.043009887,-0.105958523,2
-2.446672453,-1.506708737,0.235281372,2
3.192093969,0.142949799,-0.246897726,0
-4.171125288,0.737813727,-0.647690885,2
1.030695932,-4.492860395,-0.00936252,3
-0.809907079,0.158169097,-0.347098544,2
1.060427138,-4.157959696,-0.043059708,3
-4.346361197,4.107886075,0.272327083,2
-2.385921047,1.091299977,-2.220866197,2
4.096897693,2.365457683,-0.768439839,0
3.24251436,-0.486888093,-0.176727272,0
0.147028589,1.767166969,-1.650488689,2
2.511592467,0.631012313,-0.625761358,0
4.250112041,-2.493836261,-0.648993232,1
1.828568674,-2.547740753,-0.358664629,1
-0.332472325,-3.172958065,0.667208156,3
-1.450497899,3.119875433,0.186465121,2
-3.095671815,-0.936981272,0.2597003,2
-4.441466004,4.871893464,0.273250093,2
0.422421541,-4.626981349,0.505683381,3
4.246612832,-3.616540433,-1.158891243,1
3.303405422,3.156796149,-1.103446397,0
-3.603384566,4.182210772,0.272561584,2
0.617529085,4.042886027,-0.447095414,2
1.879286744,3.982743075,-0.25841791,0
-3.324159337,-0.434496685,0.190857168,2
0.855114103,-1.025478235,-0.820118332,2
1.934285859,1.406377466,-0.428702882,0
3.316805766,-1.130411546,-0.088277652,0
1.313707099,0.234226669,-1.742552503,2
2.255541513,-0.040455286,-0.451841216,0
-1.960355875,2.342004593,-0.606484228,2
3.319096745,-2.094954827,-1.048479016,1
1.449838124,3.010277541,-1.172252222,2
0.378160292,2.746255338,-0.440297594,2
3.083629453,4.773898442,-0.358190675,0
3.261564097,0.680450655,-0.22036504,0
-0.21632928,-1.750435689,-0.873526895,2
-2.598392235,-4.833539218,0.67533239,3
1.665027519,2.041704973,-0.783882649,0
4.866955828,-3.51215832,-1.183944639,1
-1.040902716,0.285816146,-0.370413927,2
0.263808044,0.803481411,-2.360862283,2
1.422216021,-0.898751135,-1.139858654,2
-0.924997286,-2.171178615,0.622224731,3
-4.774697113,-3.494828897,0.67765365,3
0.978722092,1.159508545,-2.790353418,2
-0.120250304,-2.200268609,0.653241649,3
-3.564444416,4.155131083,0.272439609,2
4.691500703,3.801874482,0.385335531,0
3.584214391,-3.27288793,-1.128895972,1
4.68053629,-4.201935668,-0.604994676,1
-2.531600981,-3.247296308,-0.166203419,3
3.593037124,-3.027554576,-1.086987523,1
3.891374807,2.869071404,-0.800874406,0
-1.072121801,-0.756373506,0.015568188,2
-1.034505143,-1.235820375,-0.339996535,2
0.5862826,3.00243728,-0.523631115,2
-3.788049875,3.335662791,0.236836432,2
3.393410634,4.688689799,-0.018003416,0
2.60595562,-0.579065438,-0.612111039,0
2.721624479,3.177635366,-1.573101965,0
1.792419263,-3.049099424,-0.324794273,1
0.000419335,-3.756107746,0.63846438,3
-2.91875762,-0.0614713,-0.072410269,2
3.154341413,-4.119267512,-1.219948824,1
-2.683935255,-1.487105343,0.257832417,2
-0.991641803,-0.861586273,-0.05965356,2
2.443253681,4.684305238,-0.592082728,0
3.801514123,-4.964131365,-0.516316095,1
1.447606327,3.923979195,-1.069894872,2
1.322657918,4.977109036,-1.05989429,2
1.667431461,-0.293087078,0.18181888,0
-0.927284705,-2.69565807,0.611640625,3
-3.148764114,-0.350686059,0.148605018,2
-3.468830908,-2.086127989,0.157018625,3
-0.130140468,-0.32837379,-0.336347059,2
3.458387251,-0.901280449,0.071532032,0
-0.630736621,-0.064132709,-0.245643889,2
2.864788149,4.695294514,-0.547338774,0
4.96353959,-3.101850654,-1.074525152,1
1.708802284,2.098162025,-0.891333582,0
-2.926102494,3.561923316,0.254237365,2
-3.27159024,2.66136148,-0.115895045,2
-3.51394204,4.597487277,0.273199291,2
-2.281396167,3.937688895,0.26996285,2
-2.652402946,3.564209205,0.253440277,2
3.212427192,-1.712144712,-0.207098143,0
2.708148953,4.464304697,-0.643641446,0
1.78460618,0.838141585,-0.002224784,0
-1.119264557,-3.99791633,0.665487884,3
-4.338213077,4.674454783,0.27322679,2
-2.946031952,4.89793546,0.273249315,2
-1.78105454,1.857340449,-1.391886854,2
-3.659302741,-0.13382533,0.099285178,2
-4.40875799,4.299203863,0.27294016,2
-4.201036663,4.041060075,0.27191322,2
-3.840906242,4.887235472,0.273250512,2
4.048343771,-2.372509426,-0.594146355,1
4.161658477,-2.807966533,-0.937008469,1
1.536797562,3.46619622,-0.339379391,0
-0.884258804,-3.651216719,0.663111546,3
0.505845129,-3.263143111,0.459567758,3
4.219761812,3.013111966,-0.528987282,0
-4.249978969,-1.847043824,0.625511457,3
-2.558143332,4.408656166,0.2730204,2
-3.346119919,2.547013314,-0.226074023,2
-3.013337728,1.162116448,-2.020561693,2
3.20150801,-1.578219225,-0.219351479,0
-3.460124153,1.403442085,-1.605677794,2
-1.720194118,-3.630307586,0.491518343,3
-2.02380546,-2.751680576,-0.212034662,3
4.517237807,1.779026661,-0.538691116,0
-3.853308922,0.548123394,-0.498416428,2
1.706180068,-3.734092183,-0.250781827,1
1.11055437,-0.801350085,-1.049852078,2
-2.418153573,-3.654487761,0.280853047,3
-0.575585215,1.969553966,-0.900559177,2
0.232777451,-3.841205584,0.583452473,3
1.869948986,-4.622568237,-0.397987782,1
4.444014279,1.80896757,-0.51149794,0
0.874469384,3.763360817,-0.742409872,2
-1.244903767,-3.946369425,0.653680092,3
1.154566638,4.384507722,-0.986338279,2
-2.73434549,-4.470162771,0.646435899,3
-3.188795391,-3.271397911,0.0708662,3
-1.538693194,-1.561332936,-0.195958308,2
3.488790047,-1.432501921,0.106648513,0
1.878869189,-2.616655332,-0.407409343,1
0.639393158,-2.723478809,0.368982815,3
-4.654212211,-0.592564876,0.248292152,2
-2.483945026,-4.24733003,0.602505492,3
-4.990374035,-2.311817662,0.678749137,3
-4.753747574,-4.90522638,0.683583123,3
0.120568353,-2.703617489,0.614117798,3
-2.013021589,-3.557792231,0.33427221,3
1.450283098,-3.735567153,-0.4663588,3
-2.567413664,-2.814003076,-0.58108451,3
-2.024140839,-3.166623431,0.029999915,3
1.606193246,-1.963915752,-0.187988412,1
4.80623275,-0.038119942,0.358989359,0
-4.868349667,-2.766086149,0.674754528,3
-3.977551412,-3.633806568,0.610597391,3
0.356896131,-1.620867188,-0.608939757,2
-3.965376051,2.365767691,-0.312431925,2
-1.464726378,-2.782506758,0.357092537,3
-1.807976147,1.367455637,-1.892566284,2
2.966952693,-1.8683237,-1.244004411,1
-1.313642635,0.035661948,-0.078774706,2
-2.284289072,-4.927039709,0.678864988,3
4.905996127,3.986877068,0.520044034,0
-2.94623773,4.071333027,0.271697235,2
-3.554813874,-2.022743114,0.25977553,3
3.349319809,2.108949524,-1.111518033,0
-1.335050001,-0.631266038,0.112927782,2
-0.213720404,-4.088483001,0.663804752,3
-3.688862482,0.575453962,-0.603638569,2
-3.41321134,-2.665617694,-0.045232879,3
-3.798113475,-2.235260154,0.374261654,3
-4.462320204,-3.725696133,0.670798396,3
-4.185459505,1.633556365,-1.074348035,2
-2.959436608,-2.037991502,-0.219054315,3
-3.556325528,-0.52465584,0.223531017,2
-4.144025644,-2.703465612,0.547478998,3
4.953875194,-0.697546885,0.667072032,0
0.777481289,-1.362755802,-0.767560575,2
-1.601653413,4.482796337,0.272976781,2
1.678932573,1.282171821,-0.058139347,0
4.090532378,2.43747146,-0.79410565,0
0.5333728,3.741682195,-0.357722712,2
0.463359774,0.995031494,-2.625843994,2
4.611957584,4.614746107,0.681690332,0
-3.021332356,-4.69122444,0.670279428,3
4.085151553,-1.782871974,0.576825716,0
-0.110290024,-1.031652769,-0.291680809,2
1.741279495,-3.70359121,-0.279844705,1
-3.762811356,-2.463974218,0.311113276,3
3.709939416,-1.295203797,0.326700744,0
2.858037502,-3.659249191,-1.294210967,1
-4.240026589,-1.690591313,0.273154757,2
-0.557353305,1.143010618,-1.61767292,2
-3.095425363,-4.111088603,0.579619033,3
3.515094156,-4.405789573,-0.909046972,1
4.698599772,-0.009125418,0.357815309,0
0.942028724,-0.872916489,-0.912122832,2
1.224604656,-2.103265534,-0.232219596,3
2.887287953,-3.619452772,-1.300458699,1
3.131181589,-0.975915645,-0.296576357,0
1.001581756,1.150379832,-2.788781695,2
0.199897274,4.89578105,-0.038854858,2
-4.77735294,-3.201601189,0.674341684,3
3.532007788,0.198347968,0.098191095,0
-3.970956667,2.130241594,-0.60024137,2
1.1426402,4.104077477,-0.979325215,2
-0.765331407,-1.110856004,-0.320010225,2
2.716630434,1.521906658,-1.009149733,0
2.332804425,-0.555358205,-0.510399208,0
-0.74223683,0.428429476,-0.723384307,2
0.39267717,-4.265397751,0.520253319,3
2.99177359,2.995459727,-1.593681462,0
3.615866149,1.512827446,-0.276295708,0
-1.979043581,-0.076611592,-0.046962391,2
2.899889668,2.860860251,-1.769647787,0
-3.237089031,-2.400491082,-0.222994661,3
-1.426138112,4.663833226,0.272784278,2
-3.675047506,-2.205670388,0.286551404,3
4.377046213,4.707175144,0.65427296,0
-0.927640919,3.084203761,0.181146402,2
0.441322067,-3.957292477,0.495911527,3
-4.096316373,3.163639577,0.208639304,2
-1.504552837,0.477518214,-0.605604364,2
-1.211801116,1.688272671,-1.241246463,2
-1.092273671,-0.026388319,-0.069273393,2
-0.19086818,1.23471848,-1.999225866,2
-0.396119639,-4.796245243,0.674701421,3
2.21072224,-3.112191259,-0.776436587,1
2.511230851,-4.267117032,-1.090343661,1
4.20666425,-2.345869217,-0.527803809,1
-4.777936278,2.789070752,0.073153171,2
-0.3682949,2.743326552,-0.02801834,2
2.835632409,-4.870914972,-1.250461597,1
-2.977328228,-3.836634846,0.437781444,3
-1.138969497,0.460289757,-0.554161617,2
-3.564231008,-1.719351527,0.272908392,2
-3.402975894,2.526419664,-0.237539621,2
2.355597282,1.058335337,-0.645902848,0
0.010620393,1.793556783,-1.497936447,2
1.400374211,0.209577295,-1.668644846,2
-0.132779964,2.229337586,-0.665155559,2
-0.747014406,3.985663615,0.258537036,2
2.898851851,-0.457065451,-0.507958986,0
-1.447864525,0.912642422,-1.227590034,2
-1.127206825,-4.558037134,0.680711761,3
0.483001003,2.770346819,-0.528941277,2
2.803698984,-3.28396284,-1.283616701,1
1.663124616,-2.872133303,-0.217239032,1
2.120483339,3.015317598,-1.464872619,0
-3.733282605,-0.895108524,0.263844822,2
3.562107954,3.806666236,-0.138441525,0
3.634375514,3.501622054,-0.353106909,0
-1.748370694,1.032211649,-1.622416911,2
4.765945211,-4.264582285,-0.517158813,1
4.125407404,4.6488212,0.573065134,0
-1.273037643,-1.30795055,-0.254422824,2
-0.570997896,4.87506231,0.246498201,2
-1.263559593,-2.376259514,0.487792647,3
-0.254263264,3.643725714,0.179175307,2
2.268711218,3.648185867,-0.921793254,0
3.553620993,1.01830927,-0.045686175,0
3.913866317,4.708839907,0.466772739,0
-1.704289551,-2.422702463,0.133917022,3
0.942081153,-3.660274318,0.088358879,3
2.16493307,-3.347865778,-0.723282445,1
-4.947430594,-0.220193546,0.178063503,2
-2.788934801,3.079486257,0.143226615,2
-0.796360312,-0.756248338,-0.052186021,2
-0.06946352,-4.87505195,0.649136382,3
1.429281982,2.560847694,-1.437428474,2
3.426944042,-2.746382435,-1.092596616,1
-4.562276564,-2.620804911,0.650815032,3
1.825790101,-3.174631274,-0.35569821,1
-4.65800485,4.846445283,0.273248547,2
-1.927069766,4.221574432,0.272586904,2
0.04215238,-0.591329728,-0.279411901,2
-2.625923394,0.159095165,-0.390886836,2
4.62673663,-1.606392227,0.706735523,0
-1.287756611,2.362194882,-0.369011247,2
-0.253528562,4.509361307,0.188199002,2
2.343022166,1.847306607,-1.264340586,0
2.753194578,3.022271764,-1.722222903,0
-0.171440048,-0.892278272,-0.217530615,2
-3.464734269,1.979189129,-1.024707668,2
-1.700799191,1.560292363,-1.695911449,2
4.815485249,-2.622952249,-0.708202504,1
0.551339623,4.48268979,-0.371624008,2
-2.793110257,-4.010845483,0.514973053,3
2.171713419,-4.121743296,-0.729962109,1
1.731329947,-1.396062381,0.114111071,0
2.792068632,-4.252904489,-1.257100635,1
1.924696003,1.024910522,-0.212531785,0
-4.343854405,-1.199280008,0.271655849,2
-0.569356423,0.531256208,-1.031726235,2
-1.317477515,-1.675700925,-0.461928156,2
-3.664438644,-4.994893728,0.682288372,3
-4.014908363,-3.068188103,0.525614774,3
-1.738717488,-0.870813485,0.155292906,2
-4.730326095,1.071726809,-0.935459475,2
-3.631911312,-2.78249549,0.205473649,3
0.922611137,-2.840786218,0.109106578,3
0.084719048,2.767813631,-0.193356343,2
0.219056975,-0.993042645,-0.34588337,2
-2.415721321,-3.641939229,0.270340015,3
-3.850102694,-4.237296693,0.663971427,3
-4.450681734,-1.949989448,0.650036777,3
0.762980028,1.93876448,-1.88050059,2
-0.081080479,-4.858987426,0.650639908,3
-0.098925924,2.90125256,-0.021461638,2
-1.040308313,1.265969317,-1.386404264,2
-3.232861792,3.245582706,0.21099703,2
-2.492947994,4.096397247,0.271814527,2
-2.222905532,1.101770007,-2.151577139,2
-4.369875464,1.0571122,-0.954503949,2
1.612677212,-4.398544925,-0.180493673,1
-4.033378023,-3.573120537,0.612652586,3
2.457841706,-4.498127529,-1.039804405,1
-3.72773582,4.091838764,0.272150159,2
-0.989192022,3.669085862,0.260401184,2
-1.910335784,4.032591715,0.271400902,2
-1.805666902,-3.306134391,0.286644742,3
1.619925977,3.067313285,-0.862415221,0
-0.474981097,3.961963975,0.232484667,2
2.572449023,-0.302487593,-0.610312192,0
-0.763826727,2.665398649,-0.035916311,2
-2.848434022,-3.209323401,-0.179291129,3
-0.21573606,3.478169409,0.157911032,2
3.809763202,0.877609482,0.109209809,0
0.343279974,-0.37256018,-0.629138615,2
-2.828501684,2.799782726,-0.038936572,2
4.998324318,0.447024384,-0.187846593,0
-4.497346917,4.913108665,0.273252186,2
-3.332593092,4.509087756,0.27314945,2
-4.844051641,3.54702772,0.259398521,2
-4.36627368,1.182820572,-1.045812758,2
0.326446363,-0.146103065,-0.880640581,2
-3.050818798,-3.242904661,-0.044184099,3
2.733453218,1.321943267,-0.850382339,0
2.420754302,2.086887307,-1.58112819,0
1.153644198,3.627971879,-0.995426273,2
2.165239258,1.480568878,-0.739943877,0
4.34644164,-4.507993463,-0.374564933,1
3.110298042,1.706544142,-0.924114049,0
-1.586735425,0.429480925,-0.562495005,2
-0.735641535,-0.937786281,-0.175841088,2
3.744449793,1.096716489,0.018618824,0
-4.245124603,0.795779349,-0.702652258,2
2.276637232,-1.638003119,-0.467998562,0
-4.296292668,-4.723701764,0.682792224,3
-1.297846463,-4.259620227,0.670294549,3
-1.790780791,1.055158992,-1.692421723,2
1.841374527,2.205664286,-1.146222144,0
-4.019369684,-2.919468917,0.507054134,3
3.014383266,-2.382708553,-1.254789374,1
2.380004549,-3.505098017,-0.967285686,1
4.570954984,4.930336918,0.695539093,0
0.831699767,-1.823037423,-0.855600397,2
3.455171781,4.85831274,0.061049776,0
3.306578386,-3.896866833,-1.173338912,1
-0.543815157,4.3880341,0.243300243,2
4.83430764,1.96647349,-0.714246688,0
0.097846577,-4.133012423,0.619932473,3
-0.605067518,-2.500546201,0.658765328,3
-1.870121799,3.804062806,0.267431648,2
-2.666728702,3.898575437,0.269199075,2
-2.757508873,-1.489643229,0.261676983,2
-4.946812803,0.909782224,-0.777662712,2
-1.070516331,0.204960136,-0.273403981,2
3.664214988,4.565443652,0.256045686,0
-0.309355185,-4.168204807,0.670165516,3
-2.182457564,4.620557539,0.273194208,2
-4.541226382,-2.669032234,0.648282812,3
1.484564308,3.801506256,0.028053262,0
-4.386493691,-2.652684467,0.621221059,3
-0.204938035,-0.763604515,-0.172868721,2
2.720080702,4.552432546,-0.628046136,0
-4.505505743,-1.218120682,0.271849192,2
-0.808010274,2.645832559,-0.049513641,2
3.014050172,2.099185999,-1.44923897,0
-4.379395755,-0.778473975,0.261382908,2
4.986005567,0.082381051,0.222894206,0
1.100935667,0.519036275,-2.194910422,2
0.03489676,2.904811578,-0.085757124,2
-4.026241902,-3.409088185,0.585965574,3
-2.592645156,-1.822137997,0.246204367,2
-0.848840435,4.109800836,0.264072909,2
1.322122446,-0.954364775,-1.12660195,2
2.479244997,2.642580548,-1.929849712,0
4.245572478,-1.428500032,0.636094186,0
-4.906597541,-4.349972859,0.68331388,3
-3.454638485,2.358742233,-0.440633855,2
0.519511887,1.822682305,-1.86478989,2
0.145565409,4.471129686,0.000238023,2
1.799687972,3.606843676,-0.462204767,0
4.916902844,3.939931547,0.492792716,0
-0.7832958,2.226865888,-0.501887682,2
1.967010963,3.785849352,-0.493011565,0
-1.3238759,-2.758413895,0.451326791,3
-2.088866518,4.466532553,0.273093288,2
-4.395619056,3.868044925,0.270053578,2
3.60710685,-2.981698816,-1.070109225,1
3.330837822,1.540859801,-0.540925083,0
2.68377637,2.299887265,-1.823281328,0
-0.838722781,2.293377018,-0.413797269,2
-1.193392941,-1.473035366,-0.442640635,2
3.714589634,3.931210866,0.094957551,0
-2.665671357,4.51254576,0.273134083,2
-0.652935583,4.377143074,0.253842006,2
2.816861786,0.669186444,-0.593946884,0
-0.872975044,3.942098892,0.263596818,2
-4.197828549,-0.250109551,0.179710497,2
0.676225261,2.546757792,-0.924798487,2
-2.261939892,2.29292505,-0.788484911,2
